media_name,title,content
마이데일리,'케인도 살라도 아니다'…손흥민이 인정한 세계 최고 선수 등극 '경이적... , 음바페는 올 시즌을 앞두고 레알 마드리드에 합류한 가운데 프리메라리가에서 18골을 터트리며 득점 순위 2위에 올라있다. 레알 마드리드는 올 시즌 프리메라리가에서 17승6무4패(승점 57점)를 기록 중인 가운데 선두 바르셀로나(승점 57점)와 치열한 순위 다툼을 펼치고 있다. 레알 마드리드는 올 시즌...  
잡포스트,"FC바르셀로나, 주치의 애도…오사수나전 일정 변경 "," 이미지출처 =FC바르셀로나 FC바르셀로나의 주치의 카를로스 미나로 가르시아가 갑작스럽게 세상을 떠나면서 2024-2025 스페인 프로축구 프리메라리가(라리가) 37라운드 바르셀로나와 오사수나의 경기가 연기됐다. 바르셀로나 구단은 지난 9일(한국시간) 공식 홈페이지를 통해 ""1군 주치의 가르시아의 사망으로...  "
골닷컴,"‘탈맨유’ 효과 또 터졌다, 첼시 우승 저지하러 간다!…왕년의 스타와... "," 레알 베티스는 스페인 프리메라리가(라리가), 코파 델 레이 우승을 차지한 구단이지만, 아직 유럽 대항전에서 굵직한 트로피를 얻지 못했다. UECL 대회 특성상 중소 리그 구단이 많기에 레알 베티스는 새 역사를 쓸 절호의 기회를 잡았다. 레알 베티스는 이제 8강에서 폴란드 구단인 야기엘로니아...  "
마이데일리,EPL의 챔스 굴욕? 맨시티·리버풀 탈락했지만…그래도 2팀 생존→'UCL 8강... ," 잉글리시 프리미어리그(EPL)와 스페인 프리메라리가를 대표하는 두 클럽이 준결승 길목에서 충돌한다. 태극전사들의 활약도 큰 기대를 모은다. PSG의 이강인은 EPL 애스턴 빌라를 상대하고, 바이에른 뮌헨의 김민재는 이탈리아 세리에 A의 인테르 밀란의 공격을 막는다. 8강 1차전은 4월 9일과 10일...  "
뉴시스,"'페르난데스 해트트릭' 맨유, 소시에다드 꺾고 UEL 8강 ", 잉글랜드 프로축구 프리미어리그(EPL) 맨체스터 유나이티드가 스페인 프로축구 프리메라리가 레알 소시에다드를 꺾고 2024~2025시즌 유럽축구연맹(UEFA) 유로파리그(UEL) 8강에 진출했다. 맨유는 14일(한국 시간) 영국 맨체스터의 올드 트래포드에서 열린 소시에다드와의 2024~2025시즌 UEL 16강 2차전에서 4-1로...  
골닷컴,"오일 머니 뿌리친 ‘친한파’ 월클 FW, 드디어 소망 이룬다…‘197골·91... ", 스페인 프리메라리가(라리가) 진출을 도모하던 디발라에게 마침내 꿈을 이룰 기회가 찾아왔다. 스페인 매체 ‘엘 나시오날’은 12일(한국 시각) “그리즈만이 다음 시즌에 팀을 떠나기로 하면서 아틀레티코 마드리드는 그의 후계자를 찾고 있다. 그리즈만은 미국 이적을 선호하고 있다”라며 “과거...  
스포츠경향,"41년 만에 챔스 복귀 애스턴 빌라, 이강인의 PSG와 8강서 ‘에메리 더비... "," 시기는 달랐지만 스페인 프리메라리가 마요르카에서 뛰었던 공통분모로도 엮인 아센시오는 올 시즌에는 빌라로 임대 이적해 맹활약 중이다. PSG에 남아있는 이강인은 최근 출전 시간이 줄어들었다. 우스만 뎀벨레, 흐비차 크바라츠헬리아, 브래들리 바르콜라 등 강력한 경쟁자들 때문에 주로 벤치에서...  "
마이데일리,산 넘어 산 넘어 산! 맨시티→아틀레티코→다음은 아스널…레알 마드리... , '16번째 UCL 우승 향해 전진!' 스페인 프리메라리가(라리가) '무적함대' 레알 마드리드가 또 하나의 산을 넘었다. 올 시즌 유럽축구연맹(UEFA) 챔피언스리그 토너먼트 '도장 깨기'를 이어갔다. 잉글리시 프리미어리그(EPL) 디펜딩 챔피언 맨체스터 시티(맨시티)를 꺾은 데 이어 같은 라리가 소속 아틀레티코...  
마이데일리,"맨체스터 유나이티드 '충격 영입' 결단...오나나 내친다, 월드클래스 GK... "," 오블락은 프리메라리가 우승 1회, 유럽축구연맹(UEFA) 유로파리그 우승 1회 등을 기록했고 2020 FIFA 올해의 골키퍼 3위 등을 수상했다. 최근에는 30대에 접어들면서 이전만큼의 경기력을 보여주지 못하고 있다는 평가지만 여전히 맨유를 비롯한 여러 클럽들의 관심을 받고 있다. 축구 통계 사이트...  "
스포티비뉴스,"이강인보다 먼저 영국 가려나…""완전 메시"" 日 열도, 쿠보 맨유 '알까기... ", 스페인 프리메라리가 25경기에 출전해 5골을 넣고 있다. 유로파리그에서도 9차례 선발로 나서 2골 2도움을 기록해 괜찮은 공격포인트를 생산했다. 맨체스터 유나이티드를 상대로도 홈과 원정 모두 선발로 임했다. 기대를 한껏 모았으나 쿠보는 소시에다드의 패배를 막지 못했다. 1-1로 비겼던 1차전에서 풀타임과...  
마이데일리,'케인도 살라도 아니다'…손흥민이 인정한 세계 최고 선수 등극 '경이적... , 음바페는 올 시즌을 앞두고 레알 마드리드에 합류한 가운데 프리메라리가에서 18골을 터트리며 득점 순위 2위에 올라있다. 레알 마드리드는 올 시즌 프리메라리가에서 17승6무4패(승점 57점)를 기록 중인 가운데 선두 바르셀로나(승점 57점)와 치열한 순위 다툼을 펼치고 있다. 레알 마드리드는 올 시즌...  
잡포스트,"FC바르셀로나, 주치의 애도…오사수나전 일정 변경 "," 이미지출처 =FC바르셀로나 FC바르셀로나의 주치의 카를로스 미나로 가르시아가 갑작스럽게 세상을 떠나면서 2024-2025 스페인 프로축구 프리메라리가(라리가) 37라운드 바르셀로나와 오사수나의 경기가 연기됐다. 바르셀로나 구단은 지난 9일(한국시간) 공식 홈페이지를 통해 ""1군 주치의 가르시아의 사망으로...  "
골닷컴,"‘탈맨유’ 효과 또 터졌다, 첼시 우승 저지하러 간다!…왕년의 스타와... "," 레알 베티스는 스페인 프리메라리가(라리가), 코파 델 레이 우승을 차지한 구단이지만, 아직 유럽 대항전에서 굵직한 트로피를 얻지 못했다. UECL 대회 특성상 중소 리그 구단이 많기에 레알 베티스는 새 역사를 쓸 절호의 기회를 잡았다. 레알 베티스는 이제 8강에서 폴란드 구단인 야기엘로니아...  "
마이데일리,EPL의 챔스 굴욕? 맨시티·리버풀 탈락했지만…그래도 2팀 생존→'UCL 8강... ," 잉글리시 프리미어리그(EPL)와 스페인 프리메라리가를 대표하는 두 클럽이 준결승 길목에서 충돌한다. 태극전사들의 활약도 큰 기대를 모은다. PSG의 이강인은 EPL 애스턴 빌라를 상대하고, 바이에른 뮌헨의 김민재는 이탈리아 세리에 A의 인테르 밀란의 공격을 막는다. 8강 1차전은 4월 9일과 10일...  "
뉴시스,"'페르난데스 해트트릭' 맨유, 소시에다드 꺾고 UEL 8강 ", 잉글랜드 프로축구 프리미어리그(EPL) 맨체스터 유나이티드가 스페인 프로축구 프리메라리가 레알 소시에다드를 꺾고 2024~2025시즌 유럽축구연맹(UEFA) 유로파리그(UEL) 8강에 진출했다. 맨유는 14일(한국 시간) 영국 맨체스터의 올드 트래포드에서 열린 소시에다드와의 2024~2025시즌 UEL 16강 2차전에서 4-1로...  
골닷컴,"오일 머니 뿌리친 ‘친한파’ 월클 FW, 드디어 소망 이룬다…‘197골·91... ", 스페인 프리메라리가(라리가) 진출을 도모하던 디발라에게 마침내 꿈을 이룰 기회가 찾아왔다. 스페인 매체 ‘엘 나시오날’은 12일(한국 시각) “그리즈만이 다음 시즌에 팀을 떠나기로 하면서 아틀레티코 마드리드는 그의 후계자를 찾고 있다. 그리즈만은 미국 이적을 선호하고 있다”라며 “과거...  
스포츠경향,"41년 만에 챔스 복귀 애스턴 빌라, 이강인의 PSG와 8강서 ‘에메리 더비... "," 시기는 달랐지만 스페인 프리메라리가 마요르카에서 뛰었던 공통분모로도 엮인 아센시오는 올 시즌에는 빌라로 임대 이적해 맹활약 중이다. PSG에 남아있는 이강인은 최근 출전 시간이 줄어들었다. 우스만 뎀벨레, 흐비차 크바라츠헬리아, 브래들리 바르콜라 등 강력한 경쟁자들 때문에 주로 벤치에서...  "
마이데일리,산 넘어 산 넘어 산! 맨시티→아틀레티코→다음은 아스널…레알 마드리... , '16번째 UCL 우승 향해 전진!' 스페인 프리메라리가(라리가) '무적함대' 레알 마드리드가 또 하나의 산을 넘었다. 올 시즌 유럽축구연맹(UEFA) 챔피언스리그 토너먼트 '도장 깨기'를 이어갔다. 잉글리시 프리미어리그(EPL) 디펜딩 챔피언 맨체스터 시티(맨시티)를 꺾은 데 이어 같은 라리가 소속 아틀레티코...  
골닷컴,"과르디올라 러브콜 받고 부진 시작, 1시즌 만에 쫓겨났지만 “후회 없다... "," 그도 그럴 것이, 놀리토는 셀타 비고에서 스페인 프리메라리가(라리가)와 스페인 국가대표팀을 대표하는 윙 포워드로 이름을 알렸다. 2013-14시즌부터 2015-16시즌까지 3시즌 연속으로 라리가 두 자릿수 득점을 달성하는 등 전성기를 누리고 있었다. 친정팀 바르셀로나 역시 놀리토를 간절히 원했으나...  "
엑스포츠뉴스,"'살라, 케인 발롱도르? 말도 안 돼!'…월클 앙리 ""챔스 활약 기억에 오래... "," 또 소속팀 바르셀로나는 리버풀, 뮌헨만큼 유력하진 않지만, 프리메라리가(스페인 1부) 26경기 기준 1위다. 앙리도 주장했다. 챔피언스리그에서 활약이 많은 사람들의 기억에 남는다. 그리고 지금 대회 득점왕이 하피냐다. 바르셀로나도 8강 진출에 성공한 상황이다. 과연 바르셀로나는 '축구의 신' 리오넬...  "
스포츠조선,"[공식]'17세 241일' FC바르셀로나 라민 야말 또 새 역사, UCL '최연소' 한... "," 한편, 이날 FC바르셀로나는 최근 세상을 떠난 1군 주치의 카를로스 미나로 가르시아의의 추모 묵념으로 경기를 시작했다. 카를로스 미나로 가르시아는 9일 오사수나와의 스페인 프리메라리가 홈경기를 앞두고 갑작스럽게 사망한 것으로 전해졌다. 경기는 연기됐다.  "
스포탈코리아,충격 불화설 폭로 “음바페vs비니시우스” 거함 레알 마드리드 삐걱 ," 레알은 현재 스페인 프리메라리가에서 FC바르셀로나보다 한 경기 더 치렀지만, 같은 승점으로 치열한 우승 경쟁을 펼치고 있다. 코파 델 레이 4강, UEFA 챔피언스리그에서는 16강 2차전을 남겨뒀다. 모두 우승 가능성이 있다. 이런 가운데 찬물을 끼얹는 일이 발생했다. 스페인 카데나 세르 소속 기자인 안톤...  "
스포츠경향,"‘신성’ 야말, UCL 최연소 기록 또 작성, 역대 최연소 ‘한 경기 골·도... ", 오사수나와의 스페인 프리메라리가 홈 경기를 앞두고 1군 주치의 카를로스 미나로 가르시아의 갑작스러운 사망 소식이 전해지며 경기를 연기했던 바르셀로나는 이날 추모의 묵념을 시작으로 경기에 나섰다. 하피냐가 전반 11분 야말의 도움을 받아 선제골을 터뜨린 지 2분 만에 니콜라스...  
SBS,"'17세 241일' 바르셀로나 야말, UCL 최연소 한 경기 골＋도움 ", 사흘 전 오사수나와의 스페인 프리메라리가 홈 경기를 앞두고 1군 주치의 카를로스 미나로 가르시아의 갑작스러운 사망 소식이 전해지며 경기를 연기했던 바르셀로나는 추모의 묵념을 시작으로 이날 경기에 나섰습니다. 하피냐가 전반 11분 야말의 도움을 받아 선제골을 터뜨린 지 2분 만에...  
연합뉴스,"'17세 241일' 바르셀로나 야말, UCL 최연소 한 경기 골＋도움 ", 사흘 전 오사수나와의 스페인 프리메라리가 홈 경기를 앞두고 1군 주치의 카를로스 미나로 가르시아의 갑작스러운 사망 소식이 전해지며 경기를 연기했던 바르셀로나는 추모의 묵념을 시작으로 이날 경기에 나섰다. 하피냐가 전반 11분 야말의 도움을 받아 선제골을 터뜨린 지 2분 만에 니콜라스...  
뉴시안,[FIFA 211개국 최고의 축구선수들 [16] ] 포르투갈의 크리스티아누 호날... ," 프리메라리가 FC 바르셀로나와 레알 마드리드에서 모두 활약했고, 레알 마드리드 팀에서 2001~2002 UEFA 유럽축구 챔피언스리그 우승을 차지했다. 에우제비오(1942년 생,1m75cm)는 남미의 펠레에 견주어 유럽의 펠레로 불렸다. '흑표범'으로 불릴 정도로 엄청난 스피드의 돌파력과 파괴력 있는 슈팅은...  "
스포탈코리아,"충격 이적 “쿠보, 레알 소시에다드→아틀레티코 마드리드 배신자 될 수... ", 소시에다드는 현재 프리메라리가 11위로 다음 시즌 유럽 대항전 티켓 획득이 힘들어졌다. 그러나 유로파리그에서는 16강에 올라 있어 희망은 있다. 맨체스터 유나이티드와 1차전에서 1-1로 비겼다. 오는 14일 원정에서 2차전을 치른다. 엘 나시오날은 지난 3일에도 쿠보의 아틀레티코 입성을 다뤘다. 매체는...  
더팩트,"PSG 이강인, 리버풀 원정 안필드 첫 훈련...UCL 8강 진출 '대격돌' ", 스페인 프리메라리가 발렌시아~마요르카를 거쳐 프랑스 PSG에서 프로 경력을 이어가고 있는 이강인이 안필드 구장을 밟기는 처음이다. 특히 이강인의 잉글랜드 이적설이 나오고 있는 가운데 안필드 원정에 나서 주목된다. 점차 우승 팀의 윤곽을 드러내고 있는 '별들의 무대' UCL 16강 2차전의 12일...  
마이데일리,"맨체스터 유나이티드 '충격 영입' 결단...오나나 내친다, 월드클래스 GK... "," 오블락은 프리메라리가 우승 1회, 유럽축구연맹(UEFA) 유로파리그 우승 1회 등을 기록했고 2020 FIFA 올해의 골키퍼 3위 등을 수상했다. 최근에는 30대에 접어들면서 이전만큼의 경기력을 보여주지 못하고 있다는 평가지만 여전히 맨유를 비롯한 여러 클럽들의 관심을 받고 있다. 축구 통계 사이트...  "
스포티비뉴스,"이강인보다 먼저 영국 가려나…""완전 메시"" 日 열도, 쿠보 맨유 '알까기... ", 스페인 프리메라리가 25경기에 출전해 5골을 넣고 있다. 유로파리그에서도 9차례 선발로 나서 2골 2도움을 기록해 괜찮은 공격포인트를 생산했다. 맨체스터 유나이티드를 상대로도 홈과 원정 모두 선발로 임했다. 기대를 한껏 모았으나 쿠보는 소시에다드의 패배를 막지 못했다. 1-1로 비겼던 1차전에서 풀타임과...  
마이데일리,'케인도 살라도 아니다'…손흥민이 인정한 세계 최고 선수 등극 '경이적... , 음바페는 올 시즌을 앞두고 레알 마드리드에 합류한 가운데 프리메라리가에서 18골을 터트리며 득점 순위 2위에 올라있다. 레알 마드리드는 올 시즌 프리메라리가에서 17승6무4패(승점 57점)를 기록 중인 가운데 선두 바르셀로나(승점 57점)와 치열한 순위 다툼을 펼치고 있다. 레알 마드리드는 올 시즌...  
잡포스트,"FC바르셀로나, 주치의 애도…오사수나전 일정 변경 "," 이미지출처 =FC바르셀로나 FC바르셀로나의 주치의 카를로스 미나로 가르시아가 갑작스럽게 세상을 떠나면서 2024-2025 스페인 프로축구 프리메라리가(라리가) 37라운드 바르셀로나와 오사수나의 경기가 연기됐다. 바르셀로나 구단은 지난 9일(한국시간) 공식 홈페이지를 통해 ""1군 주치의 가르시아의 사망으로...  "
골닷컴,"‘탈맨유’ 효과 또 터졌다, 첼시 우승 저지하러 간다!…왕년의 스타와... "," 레알 베티스는 스페인 프리메라리가(라리가), 코파 델 레이 우승을 차지한 구단이지만, 아직 유럽 대항전에서 굵직한 트로피를 얻지 못했다. UECL 대회 특성상 중소 리그 구단이 많기에 레알 베티스는 새 역사를 쓸 절호의 기회를 잡았다. 레알 베티스는 이제 8강에서 폴란드 구단인 야기엘로니아...  "
마이데일리,EPL의 챔스 굴욕? 맨시티·리버풀 탈락했지만…그래도 2팀 생존→'UCL 8강... ," 잉글리시 프리미어리그(EPL)와 스페인 프리메라리가를 대표하는 두 클럽이 준결승 길목에서 충돌한다. 태극전사들의 활약도 큰 기대를 모은다. PSG의 이강인은 EPL 애스턴 빌라를 상대하고, 바이에른 뮌헨의 김민재는 이탈리아 세리에 A의 인테르 밀란의 공격을 막는다. 8강 1차전은 4월 9일과 10일...  "
뉴시스,"'페르난데스 해트트릭' 맨유, 소시에다드 꺾고 UEL 8강 ", 잉글랜드 프로축구 프리미어리그(EPL) 맨체스터 유나이티드가 스페인 프로축구 프리메라리가 레알 소시에다드를 꺾고 2024~2025시즌 유럽축구연맹(UEFA) 유로파리그(UEL) 8강에 진출했다. 맨유는 14일(한국 시간) 영국 맨체스터의 올드 트래포드에서 열린 소시에다드와의 2024~2025시즌 UEL 16강 2차전에서 4-1로...  
골닷컴,"오일 머니 뿌리친 ‘친한파’ 월클 FW, 드디어 소망 이룬다…‘197골·91... ", 스페인 프리메라리가(라리가) 진출을 도모하던 디발라에게 마침내 꿈을 이룰 기회가 찾아왔다. 스페인 매체 ‘엘 나시오날’은 12일(한국 시각) “그리즈만이 다음 시즌에 팀을 떠나기로 하면서 아틀레티코 마드리드는 그의 후계자를 찾고 있다. 그리즈만은 미국 이적을 선호하고 있다”라며 “과거...  
스포츠경향,"41년 만에 챔스 복귀 애스턴 빌라, 이강인의 PSG와 8강서 ‘에메리 더비... "," 시기는 달랐지만 스페인 프리메라리가 마요르카에서 뛰었던 공통분모로도 엮인 아센시오는 올 시즌에는 빌라로 임대 이적해 맹활약 중이다. PSG에 남아있는 이강인은 최근 출전 시간이 줄어들었다. 우스만 뎀벨레, 흐비차 크바라츠헬리아, 브래들리 바르콜라 등 강력한 경쟁자들 때문에 주로 벤치에서...  "
마이데일리,산 넘어 산 넘어 산! 맨시티→아틀레티코→다음은 아스널…레알 마드리... , '16번째 UCL 우승 향해 전진!' 스페인 프리메라리가(라리가) '무적함대' 레알 마드리드가 또 하나의 산을 넘었다. 올 시즌 유럽축구연맹(UEFA) 챔피언스리그 토너먼트 '도장 깨기'를 이어갔다. 잉글리시 프리미어리그(EPL) 디펜딩 챔피언 맨체스터 시티(맨시티)를 꺾은 데 이어 같은 라리가 소속 아틀레티코...  
마이데일리,"'주치의 사망→경기 연기' 바르셀로나, 그래도 1위 지켰다! 레알 마드리... "," '라리가 우승 싸움, 더 치열해진다!' 스페인 프리메라리가(라리가) 우승 싸움이 절정을 향해 나아가고 있다. FC 바르셀로나, 레알 마드리드, 아틀레티코 마드리드가 1점 차로 1~3위를 형성했다. 27라운드에서 희바가 엇갈렸다. 바르셀로나가 경기 취소에도 불구하고 선두를 지켰다. 레알 마드리드와...  "
일간스포츠,"‘회차 총 환급금 19억’…스포츠토토, 축구토토 승무패 17회차 적중결과... ", 국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토의 수탁사업자 스포츠토토코리아가 지난 9일부터 10일까지 진행된 잉글랜드 프리미어리그(EPL) 7경기 및 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 하는 축구토토 승무패 17회차 게임의 적중 결과를 발표했다. 공식 인터넷...  
스포츠월드,"‘회차 총 환급금 19억원’…스포츠토토, 축구토토 승무패 17회차 적중결... ", 사진=스포츠토토코리아 제공 국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토의 수탁사업자 스포츠토토코리아가 지난 9일부터 10일까지 진행된 잉글랜드 프리미어리그(EPL) 7경기 및 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 하는 축구토토 승무패 17회차 게임의 적중...  
스포츠동아,"‘회차 총 환급금 19억 원’ 스포츠토토, 축구토토 승무패 17회차 적중결... "," 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 하는 축구토토 승무패 17회차 게임의 적중 결과를 10일 오전 발표했다. 공식 인터넷 발매 사이트 베트맨이 10일 발표한 적중결과에 따르면, 축구토토 승무패 17회차에서 1등 적중은 4건이 발생했다. 1등 적중자는 이에 따라...  "
더팩트,‘총 환급금 19억’...축구토토 승무패 17회차 적중 결과 발표 ," 해외축구 14경기 대상 승무패 결과 맞히기1등 적중 4건 등 총 8,003건 적중 성공 국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토의 수탁사업자 스포츠토토코리아가 지난 9일(일)부터 10일(월)까지 진행된 잉글랜드 프리미어리그(EPL) 7경기 및 스페인 프리메라리가(라리가) 7경기 등 총...  "
한스경제,"회차 총환급금 19억… 스포츠토토, 축구토토승무패 17회 차 적중 결과 발... ", /스포츠토토코리아 제공 국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토의 수탁사업자 스포츠토토코리아가 9일부터 10일까지 진행된 잉글랜드 프리미어리그(EPL) 7경기 및 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 하는 축구토토승무패 17회 차 게임의 적중 결과를...  
스포츠조선,"""총 환급금 19억, 1등 적중 4건"" 스포츠토토, 축구토토 승무패 17회차 결... ", 국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토의 수탁사업자 스포츠토토코리아가 9일부터 10일까지 진행된 잉글랜드 프리미어리그(EPL) 7경기 및 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 한 축구토토 승무패 17회차 게임의 적중 결과를 발표했다. 공식 인터넷 발매...  
이데일리,"스포츠토토, 축구토토 승무패 17회차 적중결과 발표 ", 국민체육진흥공단이 발행하는 체육진흥투표권 스포츠토토의 수탁사업자 스포츠토토코리아가 지난 9일부터 10일까지 진행된 잉글랜드 프리미어리그(EPL) 7경기 및 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 하는 축구토토 승무패 17회차 게임의 적중 결과를 발표했다. 공식 인터넷...  
OSEN,"[토토 투데이] ‘회차 총 환급금 19억’…스포츠토토, 축구토토 승무패... "," 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 하는 축구토토 승무패 17회차 게임의 적중 결과를 발표했다. 공식 인터넷 발매 사이트 베트맨이 3월 10일(월) 발표한 적중결과에 따르면, 축구토토 승무패 17회차에서 1등 적중은 4건이 발생했다. 1등 적중자는 이에 따라 2억 9,953만 4...  "
MK스포츠,"총환급금 19억원…스포츠토토, 축구토토 승무패 17회차 적중결과 발표 "," 스페인 프리메라리가(라리가) 7경기 등 총 14경기를 대상으로 하는 축구토토 승무패 17회차 게임의 적중 결과를 발표했다. 공식 인터넷 발매 사이트 베트맨이 3월10일(월) 발표한 적중 결과에 따르면, 축구토토 승무패 17회차에서 1등 적중은 4건이 발생했다. 1등 적중자는 이에 따라 2억9953만4690원을...  "
마이데일리,"맨체스터 유나이티드 '충격 영입' 결단...오나나 내친다, 월드클래스 GK... "," 오블락은 프리메라리가 우승 1회, 유럽축구연맹(UEFA) 유로파리그 우승 1회 등을 기록했고 2020 FIFA 올해의 골키퍼 3위 등을 수상했다. 최근에는 30대에 접어들면서 이전만큼의 경기력을 보여주지 못하고 있다는 평가지만 여전히 맨유를 비롯한 여러 클럽들의 관심을 받고 있다. 축구 통계 사이트...  "
스포티비뉴스,"이강인보다 먼저 영국 가려나…""완전 메시"" 日 열도, 쿠보 맨유 '알까기... ", 스페인 프리메라리가 25경기에 출전해 5골을 넣고 있다. 유로파리그에서도 9차례 선발로 나서 2골 2도움을 기록해 괜찮은 공격포인트를 생산했다. 맨체스터 유나이티드를 상대로도 홈과 원정 모두 선발로 임했다. 기대를 한껏 모았으나 쿠보는 소시에다드의 패배를 막지 못했다. 1-1로 비겼던 1차전에서 풀타임과...  
마이데일리,'케인도 살라도 아니다'…손흥민이 인정한 세계 최고 선수 등극 '경이적... , 음바페는 올 시즌을 앞두고 레알 마드리드에 합류한 가운데 프리메라리가에서 18골을 터트리며 득점 순위 2위에 올라있다. 레알 마드리드는 올 시즌 프리메라리가에서 17승6무4패(승점 57점)를 기록 중인 가운데 선두 바르셀로나(승점 57점)와 치열한 순위 다툼을 펼치고 있다. 레알 마드리드는 올 시즌...  
잡포스트,"FC바르셀로나, 주치의 애도…오사수나전 일정 변경 "," 이미지출처 =FC바르셀로나 FC바르셀로나의 주치의 카를로스 미나로 가르시아가 갑작스럽게 세상을 떠나면서 2024-2025 스페인 프로축구 프리메라리가(라리가) 37라운드 바르셀로나와 오사수나의 경기가 연기됐다. 바르셀로나 구단은 지난 9일(한국시간) 공식 홈페이지를 통해 ""1군 주치의 가르시아의 사망으로...  "
골닷컴,"‘탈맨유’ 효과 또 터졌다, 첼시 우승 저지하러 간다!…왕년의 스타와... "," 레알 베티스는 스페인 프리메라리가(라리가), 코파 델 레이 우승을 차지한 구단이지만, 아직 유럽 대항전에서 굵직한 트로피를 얻지 못했다. UECL 대회 특성상 중소 리그 구단이 많기에 레알 베티스는 새 역사를 쓸 절호의 기회를 잡았다. 레알 베티스는 이제 8강에서 폴란드 구단인 야기엘로니아...  "
마이데일리,EPL의 챔스 굴욕? 맨시티·리버풀 탈락했지만…그래도 2팀 생존→'UCL 8강... ," 잉글리시 프리미어리그(EPL)와 스페인 프리메라리가를 대표하는 두 클럽이 준결승 길목에서 충돌한다. 태극전사들의 활약도 큰 기대를 모은다. PSG의 이강인은 EPL 애스턴 빌라를 상대하고, 바이에른 뮌헨의 김민재는 이탈리아 세리에 A의 인테르 밀란의 공격을 막는다. 8강 1차전은 4월 9일과 10일...  "
뉴시스,"'페르난데스 해트트릭' 맨유, 소시에다드 꺾고 UEL 8강 ", 잉글랜드 프로축구 프리미어리그(EPL) 맨체스터 유나이티드가 스페인 프로축구 프리메라리가 레알 소시에다드를 꺾고 2024~2025시즌 유럽축구연맹(UEFA) 유로파리그(UEL) 8강에 진출했다. 맨유는 14일(한국 시간) 영국 맨체스터의 올드 트래포드에서 열린 소시에다드와의 2024~2025시즌 UEL 16강 2차전에서 4-1로...  
골닷컴,"오일 머니 뿌리친 ‘친한파’ 월클 FW, 드디어 소망 이룬다…‘197골·91... ", 스페인 프리메라리가(라리가) 진출을 도모하던 디발라에게 마침내 꿈을 이룰 기회가 찾아왔다. 스페인 매체 ‘엘 나시오날’은 12일(한국 시각) “그리즈만이 다음 시즌에 팀을 떠나기로 하면서 아틀레티코 마드리드는 그의 후계자를 찾고 있다. 그리즈만은 미국 이적을 선호하고 있다”라며 “과거...  
스포츠경향,"41년 만에 챔스 복귀 애스턴 빌라, 이강인의 PSG와 8강서 ‘에메리 더비... "," 시기는 달랐지만 스페인 프리메라리가 마요르카에서 뛰었던 공통분모로도 엮인 아센시오는 올 시즌에는 빌라로 임대 이적해 맹활약 중이다. PSG에 남아있는 이강인은 최근 출전 시간이 줄어들었다. 우스만 뎀벨레, 흐비차 크바라츠헬리아, 브래들리 바르콜라 등 강력한 경쟁자들 때문에 주로 벤치에서...  "
마이데일리,산 넘어 산 넘어 산! 맨시티→아틀레티코→다음은 아스널…레알 마드리... , '16번째 UCL 우승 향해 전진!' 스페인 프리메라리가(라리가) '무적함대' 레알 마드리드가 또 하나의 산을 넘었다. 올 시즌 유럽축구연맹(UEFA) 챔피언스리그 토너먼트 '도장 깨기'를 이어갔다. 잉글리시 프리미어리그(EPL) 디펜딩 챔피언 맨체스터 시티(맨시티)를 꺾은 데 이어 같은 라리가 소속 아틀레티코...  
뉴시스,"홍명보호, '부상' 김민재 대체 선수로 김주성 발탁 "," 당시 독일 프로축구 분데스리가 뮌헨은 구단 공식 채널을 통해 김민재가 아킬레스건 부상으로 3월 A매치를 뛸 수 없다고 알린 바 있다. 핵심 중앙 수비수인 김민재를 잃은 대표팀은 변수를 맞았으나, 김주성을 대체 발탁해 전력 공백을 최소화하게 됐다. 프로축구 K리그1 서울에서 주전 멤버로 활약하고...  "
일간스포츠,"[오피셜] ‘김민재 부상 낙마’ 홍명보 감독, 서울 3G 무실점 이끈 김주... "," 이후 김민재는 지난 15일 우니온 베를린과 분데스리가 경기에 결장했다. 홍명보 축구대표팀 감독의 호출을 받은 김민재지만, 이전부터 불편함을 느낀 아킬레스건 탓에 3월 A매치 참가가 불발됐다. KFA는 차세대 수비수 김주성을 대체 발탁했다. 2000년생인 김주성은 소속팀 서울의 주전 수비수다. 연령별...  "
스포츠조선,"""여기가 어디라고, 당장 꺼져"" '캡틴' SON도 먼발치에 있는데 '간 큰' 10... "," 분데스리가에서 60경기에 출전해 12골 6도움, 유럽챔피언스리그에선 16경기에서 2골 1도움을 올렸다. DFB 포칼에선 6경기에서 2골 1도움을 기록했다. 6개월 임대 계약이 끝이 아니다. 토트넘은 바이에른과 임대 후 텔을 완전 영입하는 조건으로 이적료 4500만파운드(약 850억원)에 합의했다. 계약기간은 6년이다....  "
